,Elevation,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Horizontal_Distance_To_Fire_Points
15392,3172,10,382,37,4710,226,220,2609
53779,3300,8,210,14,1931,233,227,3140
60316,3219,10,335,13,607,194,243,1854
69369,3243,24,268,85,4050,223,180,3328
43595,2863,33,90,59,1742,236,156,1218
83773,2935,2,212,14,1677,216,234,492
17147,3224,9,571,114,1159,196,241,2758
40133,2963,14,721,-57,1082,224,248,1604
107040,2911,8,108,8,3312,233,235,1343
265,2796,7,509,66,2863,230,239,1794
5169,3030,27,446,235,457,232,174,1381
45884,2449,17,67,24,684,244,210,1207
11387,3078,13,90,31,5042,235,214,700
14881,2738,14,0,0,277,240,216,1253
88699,3055,6,150,-8,1074,230,237,999
47469,2722,5,175,13,908,227,238,1952
14667,3128,14,192,18,1931,184,226,2699
56205,2919,14,365,21,5578,185,247,5743
105774,2918,23,201,55,4063,220,248,1478
36614,3175,18,488,84,3841,176,249,990
78516,2733,11,228,12,872,230,218,324
108675,3171,10,95,30,2741,196,227,927
7307,3283,12,457,99,3463,194,223,2762
17293,3429,12,362,21,5020,188,230,4084
108844,2982,13,390,56,5140,231,213,6437
34479,2987,17,382,98,553,182,214,1556
474,2409,4,127,-4,696,225,239,1001
91029,3073,11,134,29,3762,225,217,2635
35204,3243,2,342,59,3066,217,241,1036
68455,2988,12,212,23,4931,230,214,2704
35736,2602,12,268,92,1499,229,214,1578
37503,2630,12,234,52,1065,233,215,1507
94584,3352,15,570,66,3864,235,210,2850
105769,3391,32,743,-75,3865,196,245,2185
51416,2529,24,120,39,1620,185,184,990
66832,3240,13,300,76,1718,189,223,2451
25264,2657,15,95,29,3434,232,244,2516
5998,3075,5,127,12,1911,215,244,540
82791,2718,14,430,113,999,206,210,1237
84213,3140,4,0,0,2078,226,231,604
54701,3101,21,420,32,1390,189,195,3571
28126,2968,12,127,19,2435,237,219,1812
38614,2321,22,421,114,180,167,202,1583
39520,3045,23,458,17,3395,163,202,1513
57488,2819,17,120,23,607,239,207,871
4709,2957,25,540,323,1784,159,248,1630
53674,3265,16,1080,248,2037,187,212,2144
67692,3275,6,90,16,3490,205,243,1682
18365,2778,13,162,23,1804,235,215,2758
43684,2688,13,331,54,2268,240,234,2389
114975,3338,18,108,21,2185,222,249,3630
61539,3135,4,663,98,2458,213,243,1321
99030,2746,0,30,0,1871,217,237,830
113227,2968,9,391,54,3564,235,226,2069
56038,3391,11,297,89,2094,224,247,680
20899,3223,14,417,17,532,184,244,1806
101114,3478,21,984,193,2529,229,191,1173
44836,3370,11,256,-19,3074,220,248,351
82268,2982,7,510,10,5367,233,230,6465
8285,3267,5,872,157,1879,217,244,2393
295,3077,13,339,43,5961,204,252,2134
57579,3145,20,255,80,743,250,218,537
34751,2556,5,0,0,1315,218,228,2413
95109,2985,9,552,89,5567,229,243,4329
66068,2939,14,295,24,2832,180,232,1543
44266,2759,18,190,53,1624,198,200,3135
111894,2991,5,511,72,4878,220,229,6146
107178,2634,22,30,10,616,201,254,1387
93097,2752,14,30,7,3511,202,210,5795
27263,3111,8,150,30,1293,199,241,2886
40337,3415,11,532,76,1514,201,222,1423
33041,2772,19,150,37,2521,162,230,391
57411,3336,15,90,2,2151,245,222,4636
100523,2882,13,30,2,1945,211,211,2307
105867,2900,25,459,87,3353,190,179,2422
97749,2826,15,0,0,4060,236,209,785
75963,2669,23,42,-7,1770,209,252,1124
108423,3204,23,1040,406,1546,170,197,902
2299,2795,21,67,22,2309,250,219,2893
84920,2801,10,319,138,2148,199,225,2484
84251,3248,16,510,62,2336,230,245,1664
56702,2912,13,192,47,2897,197,218,1992
43879,2761,8,42,4,870,203,228,2143
91695,3241,10,150,1,3602,212,250,1595
52217,3091,8,124,20,256,226,244,819
88574,3280,3,256,13,4946,220,233,618
27880,2899,18,175,61,458,214,198,277
98040,3193,11,295,102,4986,239,231,1510
4938,3069,12,309,40,3118,186,241,750
106322,2913,7,247,0,3455,227,227,4061
114949,3303,10,953,89,940,194,231,2506
76333,3100,13,127,-11,832,226,247,1641
25756,3354,13,474,25,916,224,248,4317
39523,2748,3,42,-2,1050,214,235,2259
67549,2767,30,285,118,1131,245,173,794
93440,2843,9,510,59,1914,219,221,1183
24537,3150,15,162,17,2018,199,211,2928
26661,3244,26,108,17,4179,213,175,2577
51051,3185,20,469,65,1482,158,229,2379
90292,3085,4,108,0,918,225,238,1820
77638,2961,14,162,0,1648,239,216,1475
2877,2845,13,210,34,1383,200,216,2879
70767,2629,16,295,60,1237,222,204,1266
27459,3154,19,633,113,899,173,214,1262
36296,2926,19,319,105,339,174,210,1423
44065,2847,8,127,16,2147,223,245,2310
51208,2968,6,150,10,5437,213,229,2249
108820,2776,33,67,16,210,249,171,2493
21082,3190,11,42,2,3013,209,217,4004
23928,3272,13,283,39,4570,229,245,2542
35293,3001,31,484,81,2023,213,242,1248
83277,3159,7,60,-5,3510,225,244,4731
58484,3367,9,190,68,4191,202,225,3854
69367,3045,4,228,-55,750,226,236,1383
2186,2939,17,216,30,4677,232,203,4373
68667,2939,7,30,2,3887,219,246,2021
106746,3214,14,511,73,256,180,238,2285
56460,2337,22,350,115,990,167,200,1263
13548,2706,5,0,0,2526,229,238,2281
104310,3094,2,309,19,2616,216,236,1855
109907,2970,38,480,143,997,252,176,618
34502,3202,12,646,29,1872,186,232,417
81318,3218,14,60,6,1240,222,209,2461
113526,3190,27,277,89,1130,141,202,2070
94277,2995,6,417,-5,4494,231,232,2249
26800,2732,2,277,25,2151,222,236,6154
84695,3029,12,247,61,1812,221,213,3489
53536,2765,19,124,18,3030,243,204,713
62947,3352,4,272,34,924,217,244,1921
54903,3089,16,95,-7,3000,228,246,1008
37627,3165,8,488,72,2762,215,223,3629
14649,2692,37,67,41,1348,178,137,1200
28583,2810,5,371,0,1867,226,231,2257
62972,3213,15,258,46,3650,223,249,1682
114344,3299,13,247,75,1440,230,245,2496
77184,2858,15,108,17,3027,242,233,3113
113047,3470,7,721,185,2325,231,236,1295
115613,2967,17,85,21,2430,175,220,900
115017,2831,9,247,13,3569,235,235,6308
78892,3080,20,967,211,2654,197,196,1627
31641,3387,12,722,222,1506,228,245,1150
65933,2478,19,108,54,983,162,231,659
100234,2869,24,30,12,2595,155,245,977
14545,2874,25,467,92,1170,224,177,2132
16460,3101,8,108,15,1530,203,246,2105
79884,2914,5,408,46,2922,226,240,2060
42643,3224,2,124,3,5734,213,236,1627
51683,2608,32,85,38,1410,249,171,285
21776,3331,18,108,19,1679,237,239,3152
12067,2813,29,182,141,1356,253,188,899
27441,3109,17,85,0,1614,243,233,2247
100138,3285,23,577,-36,516,245,228,4302
53746,3205,8,30,3,4173,197,240,1533
103807,3131,4,67,1,658,223,241,2405
54059,3112,23,150,53,618,172,252,1509
46189,3180,14,85,20,3260,193,215,2380
98940,3322,8,95,18,2483,219,224,1397
107244,2696,11,60,0,1218,236,238,2084
105501,3058,6,255,39,2438,214,228,1864
26743,2113,23,30,12,630,208,182,693
47320,3616,31,1062,401,2534,210,157,1360
64272,3024,20,42,14,767,249,210,2017
30140,2830,33,212,80,1253,112,213,1295
47506,2963,6,42,-2,4178,209,231,1072
22649,2919,12,30,5,1892,186,235,1216
105965,3421,13,658,264,1608,240,220,900
39179,3163,9,240,62,2568,226,221,1740
84666,3232,13,150,14,4497,226,247,2482
91342,2891,10,335,49,1595,226,218,2750
1213,2847,7,30,-3,1485,214,226,2433
29111,2419,21,150,38,907,165,208,969
41851,2905,14,192,39,3624,243,227,2708
45595,3367,10,780,110,1065,194,242,2255
36361,2158,32,67,17,390,218,155,957
22868,3146,14,430,71,4416,236,212,3205
84033,2867,26,247,101,1973,150,245,1651
43231,3130,6,180,20,365,203,241,2106
111571,2972,7,170,10,4462,226,225,2010
81482,3292,7,242,28,6007,229,227,323
102194,3115,13,170,8,2806,230,214,1982
86079,3114,7,360,73,1364,232,231,1134
69682,3255,11,95,12,2389,239,228,2768
62105,2904,18,470,246,484,225,197,1632
69048,2220,22,182,59,659,168,200,633
76314,2778,26,95,32,872,254,204,1390
62773,3104,12,552,56,1879,238,235,872
48420,3251,10,607,148,3572,202,250,1998
82390,2489,28,190,82,1276,200,250,1006
80970,2904,15,306,13,2676,178,228,1414
63036,3329,34,67,17,3424,111,226,1634
99044,3214,37,170,55,655,93,204,2062
99051,3024,10,553,102,5688,226,245,3163
112998,3410,18,541,85,1583,175,216,760
19284,2880,27,90,40,5682,242,227,4494
32594,2723,7,255,43,2123,213,226,5517
85935,2734,22,120,6,1608,183,254,1289
55672,2817,2,190,26,2598,217,235,2502
59421,2626,29,350,152,977,216,242,914
103309,3287,7,150,8,3638,222,224,2244
45152,3396,8,510,117,1952,225,223,1740
7930,2397,25,443,181,1057,163,192,127
109705,2848,37,95,64,2404,115,235,1766
81373,3149,14,175,34,306,210,210,2236
54311,2102,14,30,-2,1383,216,209,849
5309,3265,13,541,107,5316,230,245,1611
58379,2883,10,509,135,2631,216,219,930
2522,2949,16,234,33,5171,173,232,4278
3015,3000,5,679,90,1450,206,234,2173
32845,2612,13,350,84,636,240,219,1530
21502,2939,5,108,2,1742,228,233,124
114710,3058,12,210,17,1084,208,215,60
75170,3050,7,60,13,679,227,242,1409
108205,3274,9,192,42,3541,211,222,2506
31003,2753,28,228,23,1958,198,169,2024
9932,3210,12,216,11,2716,210,251,872
34342,3220,4,421,0,5691,224,231,1964
88855,2846,19,175,44,1513,167,220,2673
75266,3026,5,417,6,1591,224,228,1332
42833,2688,6,30,2,1654,221,244,3797
60367,2739,21,127,79,2568,171,203,6753
91795,3270,12,85,8,4718,215,251,2890
71943,2916,13,306,-25,5581,236,239,3720
101741,2792,14,30,7,2082,191,218,3004
26827,3035,34,283,54,170,126,170,1275
107605,3302,1,270,10,5651,216,240,582
103770,2348,15,60,7,90,176,240,726
96690,3155,13,780,114,1015,238,238,2069
72547,3013,6,85,1,3998,226,228,1221
33168,2725,6,319,30,2017,221,227,6117
87975,3236,10,598,101,612,193,235,2704
105106,2706,6,67,3,3786,227,229,2210
34298,3220,20,649,144,420,171,208,1932
29226,3231,22,451,-90,424,251,209,4057
12110,2967,15,42,0,842,241,235,1507
32220,3156,15,150,13,4725,179,232,1146
44922,3031,15,60,8,2617,243,218,1401
7862,3431,13,808,62,2460,196,217,1348
77226,3004,10,150,33,2442,194,241,953
37435,3111,18,180,20,3564,236,241,834
79105,3345,12,552,150,730,189,229,547
78957,3040,17,335,115,1392,240,237,3331
5903,3024,11,787,197,1398,228,217,834
29534,3006,8,361,69,4810,223,223,1627
75215,2984,32,120,3,3140,167,249,1019
14762,2715,16,150,21,1415,236,208,2202
80255,2868,2,182,55,2711,214,238,1883
79515,2765,11,242,30,2676,239,231,6748
34476,3123,4,30,2,1421,209,234,1249
100655,3142,5,67,0,4548,225,241,1063
110920,3195,7,67,0,2565,226,243,968
37782,2004,16,190,72,180,235,206,212
66518,3093,5,390,31,351,212,245,1388
95507,3073,22,95,32,1121,251,212,1475
58339,3120,16,90,17,924,194,207,1982
35414,2551,11,85,25,319,230,218,1587
2868,2338,29,120,68,1266,160,251,450
36121,2717,43,495,69,895,83,153,1473
81587,2890,15,335,108,1637,191,213,1802
74833,3102,7,108,4,1211,201,240,1546
102435,2327,24,42,18,674,251,218,684
58994,3211,11,60,6,3137,190,244,1401
61777,2674,8,30,-11,1140,222,222,2086
68686,2737,11,210,-10,1543,229,218,1708
21454,2340,12,0,0,175,214,215,636
54427,2982,1,531,69,5479,220,238,4166
61364,3125,14,60,11,421,231,244,2250
100350,3286,39,300,72,2710,98,171,2590
92959,3177,9,212,94,2850,222,247,1140
75810,3066,18,495,136,1465,169,228,3127
11504,3001,9,760,115,1410,210,222,2053
53610,2266,35,60,24,384,104,205,924
39406,2958,28,85,32,2399,144,244,2713
96457,3041,13,488,204,1146,225,211,577
73514,2598,22,67,14,1358,181,195,984
5928,3398,8,361,65,1148,231,225,3896
63599,3133,21,272,62,201,243,232,828
114997,2950,11,0,0,390,194,247,1032
32595,3228,18,300,-24,1606,240,204,2496
35376,2959,17,741,159,2642,227,247,1574
111048,2988,9,297,35,882,213,222,2372
82329,2955,5,541,42,3979,226,240,4478
85918,2974,7,85,-8,2163,232,236,3221
12395,2928,16,67,11,4764,178,222,2239
34137,2766,33,150,64,201,250,172,2582
83484,3336,24,277,85,1854,252,215,3020
52767,2509,12,95,19,1203,240,222,4563
25007,3293,8,433,97,932,213,248,633
85465,3187,18,547,261,1899,215,197,2738
81112,2705,23,90,32,1931,149,226,228
49772,2996,12,67,0,2845,236,239,1605
88474,2070,45,242,177,228,66,166,67
60431,3040,9,124,20,1350,232,224,1107
35768,3077,17,577,63,5815,233,243,1572
102058,2900,8,182,30,4200,231,240,5882
100670,3249,14,216,45,1638,237,213,1448
6468,2801,18,268,69,1591,237,239,2312
14984,3219,3,234,-1,5629,219,233,1779
42714,2698,12,60,7,1632,238,236,3401
104905,2695,9,362,11,792,229,223,342
46076,2969,14,295,65,4676,220,208,3763
36238,2952,9,60,8,108,203,248,1140
110346,3193,11,553,106,3062,220,216,1798
48961,3150,23,277,64,3442,252,215,390
23771,3205,10,120,0,3197,231,241,4817
52593,2807,11,67,10,2321,234,239,1199
71244,3160,10,270,24,2831,222,217,1321
25305,2622,17,30,1,1041,247,222,6325
21010,3129,9,67,34,4501,194,235,1377
50287,2968,9,240,82,5790,236,233,4606
53038,3245,8,201,24,1301,230,240,2733
62231,2998,4,537,-36,1608,218,243,1652
34957,3028,9,306,59,4837,232,240,793
63694,2253,5,0,0,384,221,243,450
20284,2849,19,108,26,2490,169,216,725
59334,3010,7,272,34,5189,212,226,1296
45188,3014,10,297,3,1956,194,244,841
71740,2873,15,234,27,1956,221,205,2759
103594,2635,23,175,23,1087,251,202,1812
30031,2926,8,390,-1,854,227,224,2317
37938,2926,8,228,40,1963,215,247,1764
107948,3050,10,558,187,6530,235,238,3803
57542,2941,15,0,0,3984,243,229,2467
88609,3243,15,175,83,4950,244,219,1530
100770,2859,8,0,0,2191,232,227,2524
102672,3028,25,192,37,242,249,220,1648
64725,3048,13,108,17,2629,185,234,2886
105320,2554,6,228,33,42,217,226,666
76379,2885,9,451,53,600,226,220,1356
92539,3038,13,162,13,1666,204,252,391
105239,2256,17,85,16,743,224,200,466
114494,2999,11,300,26,2704,190,235,124
12577,2945,13,212,41,979,188,223,2818
82730,2442,19,342,92,834,168,221,1489
25899,2922,16,242,40,698,205,206,1819
78584,2080,30,256,146,268,253,185,446
60472,2329,12,150,22,1124,208,214,1027
70956,2634,8,150,9,180,221,222,446
20070,2373,23,127,65,872,156,212,752
36172,2748,17,192,44,335,245,214,470
89187,2828,14,323,47,1570,229,246,1396
17163,2696,14,210,35,2095,232,243,1597
80585,2934,14,408,19,2774,181,231,1412
94217,3004,9,362,164,5608,199,227,4930
51349,2676,38,150,85,979,118,155,2368
98247,2584,35,60,37,2614,205,238,930
11069,3356,14,417,88,3422,214,251,240
23910,2854,5,484,81,2432,228,237,2721
68597,2963,17,218,89,2550,215,252,2178
94358,2886,2,342,61,2577,221,234,2183
90712,2600,22,306,82,1062,185,192,1758
47981,2709,32,182,66,1209,162,161,1851
12766,2946,15,255,47,1622,245,227,780
107772,3557,16,518,145,2876,199,206,1604
86937,2995,7,67,4,811,203,232,2621
50103,3004,2,60,8,5336,222,234,2402
86061,3001,6,124,0,5355,229,239,1956
40820,3243,18,630,168,4076,243,208,3544
111246,2839,17,127,32,1489,184,213,1930
99168,2969,17,391,162,395,245,213,1073
33219,2435,7,379,-55,990,206,246,1340
31717,2475,26,150,56,684,220,175,721
16657,3152,20,488,95,5658,235,240,1440
99100,3003,3,30,1,5409,213,240,2226
81717,3343,13,42,10,4362,242,225,3939
100711,2405,13,150,27,1203,191,221,212
4422,2932,11,258,42,3411,231,219,2285
112989,2761,19,192,9,2575,228,197,4335
104498,2899,22,350,86,875,152,227,1897
115960,2936,8,330,5,1905,218,247,1075
6010,3315,13,457,91,2912,206,214,3327
83971,3120,0,175,12,2060,218,238,2621
72998,2955,10,228,42,5346,222,248,3571
7284,3015,4,90,13,5267,209,235,2414
50084,3352,10,899,95,930,194,241,2259
103524,3376,10,319,94,2042,233,220,2903
102723,3133,4,295,23,1952,210,235,2683
108397,3244,32,108,-4,3197,117,212,2173
69705,3074,9,228,5,1074,233,239,3216
53132,2836,11,212,63,2241,235,219,2907
112384,2681,6,0,0,1758,208,232,2374
109335,2810,14,108,13,2062,199,252,2201
36117,3338,15,190,12,3690,179,225,1380
113475,2739,14,350,46,1608,220,209,2526
58686,2811,19,150,31,4063,163,225,5501
50020,3041,16,242,1,4688,189,213,268
81506,3303,12,671,76,4315,211,251,1931
113399,2900,11,212,6,4763,213,217,1548
95909,2845,8,108,11,2482,199,243,2375
48325,3158,13,255,78,4468,183,242,1256
84986,2903,18,67,20,6253,181,251,4494
56349,3317,14,845,103,819,196,251,2644
11645,3172,12,190,30,3077,202,217,5019
14479,2693,29,240,129,1249,129,215,853
57508,2838,18,85,23,3900,244,209,3095
98809,2647,26,182,88,1149,140,227,713
61343,2799,10,612,11,769,216,218,1295
32282,3136,8,256,38,5137,225,222,3318
5130,3041,10,42,6,1348,194,231,2393
8730,3150,13,212,31,2366,222,212,2201
105553,2501,23,108,32,953,231,185,808
102262,2640,19,258,89,510,248,223,1714
62602,2890,5,0,0,4202,212,231,2734
111247,3027,8,0,0,446,202,230,1182
31710,2692,13,30,-2,1470,240,218,700
81503,3299,10,150,19,1516,193,233,1528
17495,3097,21,335,86,738,168,210,1717
94963,3179,9,162,7,2717,220,248,1182
30391,2717,13,443,23,895,224,211,934
95548,2290,15,30,9,216,237,211,450
56043,2771,14,90,-2,480,243,226,301
80835,2365,35,108,54,914,132,161,959
8608,3404,28,300,47,2394,254,199,972
78650,3258,8,330,-20,1430,220,222,1500
1047,3175,7,469,69,1020,215,225,2394
86165,2840,16,30,6,1354,243,233,2460
63548,3065,23,256,44,774,157,206,1595
13373,3225,9,330,71,1345,232,239,2051
62247,2309,27,443,-20,616,179,253,793
92996,3126,6,124,13,2802,228,228,5810
102782,2816,10,330,32,2375,237,224,1421
98003,2868,33,256,159,2335,141,245,918
104805,3139,10,268,39,5125,224,218,3297
70922,2875,23,210,80,2058,230,242,1426
49789,3121,19,216,23,5117,240,201,95
31652,2929,10,295,16,4636,207,220,4092
66384,2773,20,124,1,2355,225,247,902
108161,3209,22,256,88,2700,225,188,1556
21589,2879,32,124,70,150,166,158,755
110128,3096,9,67,9,4039,210,221,1900
61820,2744,8,90,3,2250,220,223,1443
76885,3028,13,218,51,5041,241,231,3515
113044,2981,11,258,-23,3960,231,217,1359
63361,3239,16,283,77,792,208,205,1816
40026,2988,20,85,29,4188,214,193,2227
43428,2997,17,256,60,976,247,224,1053
7635,2919,20,242,44,324,240,197,1414
22685,3269,8,0,0,1276,233,238,3333
23768,3140,4,42,3,4146,218,231,1613
87341,2848,16,270,65,1931,232,206,2024
24375,2580,15,212,58,1224,238,238,1734
32774,3268,11,201,39,1361,199,224,2001
953,2713,28,42,22,1855,190,167,1034
88081,2973,16,85,6,2656,177,222,671
59929,2913,14,514,121,4414,223,209,5357
31095,2797,25,524,233,1337,213,177,870
88610,3119,6,390,30,1355,207,231,1200
99740,2355,32,170,99,1455,241,219,467
110302,3147,19,134,-35,1648,249,214,1492
97694,2936,13,60,10,2561,192,249,306
33598,2581,12,85,10,2836,218,250,2192
12621,3002,10,0,0,731,231,220,2300
72519,3080,14,120,-5,6875,236,240,2902
106430,3166,19,516,112,3124,243,203,720
48310,2955,14,277,115,5808,243,227,4280
55682,2813,19,256,25,1523,213,194,2285
12526,2814,25,42,15,953,162,195,1411
17567,3114,18,150,39,2833,247,213,3768
53392,2850,12,30,10,5739,201,217,4564
27769,3011,10,216,43,3183,230,219,6229
32015,2949,8,655,43,5646,197,239,1894
101283,3188,11,577,17,2163,216,216,1114
13933,3034,16,218,39,4086,245,226,2553
29964,3165,1,443,-19,3983,215,237,3784
18532,3187,27,458,115,4910,230,173,3203
102820,3116,10,240,-66,1690,237,228,1395
24735,3068,6,108,9,1333,213,228,1772
81117,2913,23,808,118,2951,252,207,1613
114381,3068,10,450,69,2919,223,219,1776
39699,3200,5,134,-18,2911,225,230,1894
86685,3177,6,42,-12,916,228,230,2054
112406,3218,8,306,35,2428,203,246,872
93895,3130,28,655,39,4012,153,249,1073
115494,2761,15,558,62,240,214,207,924
57145,2887,13,390,46,1776,233,214,2893
81405,3106,14,499,-35,4082,241,219,4633
25043,3455,8,361,2,1706,202,245,3642
46011,2651,17,228,44,2133,244,231,2535
4680,3311,9,404,46,1126,214,221,577
35309,3332,11,67,-11,4502,236,222,4078
9239,3125,6,108,15,437,217,246,2081
113659,3059,15,402,-61,1897,181,224,2024
53315,3024,10,258,17,1753,237,224,1738
42217,2926,10,124,7,5165,214,249,3878
53299,3051,11,437,-56,470,239,231,1608
115207,2721,19,170,24,175,190,199,2650
49208,3252,12,700,142,1412,194,249,2643
89468,3054,11,255,4,3429,230,216,2876
16234,3201,9,301,69,1129,218,248,2024
80652,2721,13,85,0,350,219,211,2480
97877,3357,11,594,78,1282,237,221,2547
91532,2624,24,60,16,2040,218,248,1189
56182,2677,15,268,-38,1060,226,207,2304
26072,2750,14,256,101,1221,182,241,895
25880,2709,19,283,75,2474,246,227,2249
68270,2502,24,150,42,966,253,207,1371
50696,3008,9,979,112,5800,213,249,5982
85943,1959,13,60,17,420,183,237,633
56118,2875,9,30,-3,3247,230,223,2536
50999,3223,14,134,25,2927,186,247,1388
32110,2830,5,150,7,2591,227,232,2525
41624,2653,15,67,12,1608,179,240,600
43337,2411,12,598,68,708,236,239,979
101995,2619,22,361,193,2114,175,253,342
54381,2466,5,0,0,1430,222,228,721
103673,3057,7,722,58,5690,204,244,3489
46481,3112,16,240,21,3585,245,229,895
63986,3078,17,0,0,4886,211,201,2954
31271,3155,15,162,28,4253,237,209,3669
33879,3003,17,330,144,1254,205,202,3411
78109,2732,6,30,3,1050,220,227,1423
104378,3144,32,270,148,582,118,197,2163
14598,2672,17,67,17,2038,184,211,2486
90837,2742,8,212,53,1400,197,236,2716
90497,2945,15,242,36,5694,184,248,3020
76130,3000,20,127,23,2197,192,198,1065
33499,2323,26,339,88,404,248,221,764
54218,3037,18,467,30,1744,206,199,1006
49453,2626,26,330,183,834,143,207,1209
10697,2390,19,90,39,480,166,242,832
113458,3355,4,450,24,810,215,232,2160
5007,2590,27,90,31,1167,134,218,685
8965,3241,14,201,-9,2936,181,232,395
75063,2502,12,319,89,420,185,236,1740
98529,3195,12,446,93,382,235,240,4736
92163,3218,18,474,0,3788,171,220,1458
76861,3026,21,313,59,782,226,191,693
58689,2908,29,285,103,2792,252,185,1149
98357,3476,11,420,128,4106,215,216,3271
42570,2928,12,67,9,1476,240,233,2568
40715,2810,40,642,427,716,82,193,2173
69391,2798,12,0,0,3434,230,214,6074
21564,2414,4,60,0,30,226,238,268
89469,3256,25,150,37,2568,241,186,376
104353,2677,19,335,77,1290,247,208,2366
22192,3007,28,180,91,2790,156,249,2273
105694,2939,19,108,26,3360,248,213,2419
25742,3041,19,524,17,6622,247,209,2737
44872,2627,11,420,152,2106,219,216,551
73147,3006,7,108,7,811,206,229,2534
108114,3245,9,525,112,819,236,229,5528
57426,3019,3,240,4,2821,217,233,1254
98778,3253,16,573,108,2335,212,204,2431
73468,3238,10,417,12,5425,194,235,1747
12153,2909,14,175,42,4115,181,233,5903
92270,2522,21,67,16,1802,167,207,1816
17590,3067,14,541,50,1442,188,222,900
53133,3290,21,488,177,1053,161,243,1931
42343,2976,13,690,178,3030,200,215,895
104252,2737,5,417,44,1471,227,231,1681
86095,2859,11,395,57,1041,238,224,2232
83145,2978,13,408,-9,6351,232,214,3000
112971,2962,3,379,135,4958,217,233,4983
68302,3153,13,335,46,5498,184,233,601
15725,2975,14,511,43,4390,215,209,4235
100357,2724,8,339,35,258,222,222,953
113328,2811,12,242,46,3930,234,217,5375
100214,3001,15,488,3,4347,227,206,3055
65354,3211,19,228,21,1206,221,194,1328
48672,3074,9,201,50,488,236,232,1302
9988,3108,5,201,28,1231,210,243,1421
47590,3236,13,433,9,1415,241,228,2536
108221,3091,7,162,22,1381,230,239,3331
20959,3023,20,591,206,781,237,196,895
94157,2767,2,351,34,2601,221,234,5865
66895,2890,11,541,79,1797,233,219,2894
67739,3120,12,446,24,5249,211,215,1445
92908,3178,23,371,39,2264,164,202,335
6009,2894,22,190,64,376,229,189,1614
28098,3034,17,268,75,4013,224,248,2259
46793,2500,31,150,96,1492,185,250,711
9377,2951,20,277,-15,484,246,205,421
76517,3011,12,513,92,5053,210,215,5921
796,2831,14,30,3,2718,243,223,2512
29066,2900,27,90,33,6249,251,192,4278
32288,3025,10,283,9,1101,236,225,2596
17981,3247,8,190,26,1328,232,239,2731
39987,2359,30,277,16,450,241,224,680
71929,3150,16,120,26,4086,176,225,1775
34947,3230,8,384,47,2568,216,247,878
94313,3224,13,313,-26,1626,241,224,2708
49762,2804,12,390,3,1832,216,214,2672
15576,2841,15,30,-3,1473,240,235,2382
30320,2968,28,127,23,630,250,185,2548
112122,2706,17,120,20,2704,237,205,6608
61287,2927,13,0,0,1718,213,211,1248
105295,2977,20,201,65,4622,166,217,2139
66604,2850,6,270,34,3062,227,240,2736
4931,2663,24,421,65,2097,182,254,1712
37824,3260,10,42,2,1566,192,238,1282
49809,3086,10,30,-3,876,232,222,1598
13130,2970,8,190,68,1559,229,241,2694
96704,3155,5,120,3,3637,222,243,4725
107733,2557,10,285,52,342,221,218,949
36010,2815,26,90,13,2017,231,175,1418
12276,3055,5,60,0,3766,216,229,582
37653,2516,16,300,148,875,184,215,1471
113075,3255,16,713,189,6185,176,241,1948
55109,2870,22,573,179,573,234,189,2400
29211,2374,30,108,46,864,138,185,1008
9922,2366,17,182,79,1215,247,223,997
4636,3196,31,350,156,3042,119,214,2995
4513,2962,7,212,56,3576,212,227,1530
63097,2837,9,268,56,1516,235,233,1371
84275,2760,16,67,8,497,246,220,309
47034,2821,6,0,0,2408,210,229,2676
77130,3210,17,350,69,618,176,222,1740
45042,2980,17,212,47,579,190,209,1766
33113,2968,9,108,11,666,211,221,2541
34455,2753,13,319,-19,1774,233,214,2292
86397,3053,6,150,7,3136,230,232,708
31071,3037,12,757,38,5581,224,247,3130
43206,3216,4,306,58,2529,220,243,742
5111,3062,5,626,29,1597,226,241,2591
37815,3131,11,907,361,1253,191,231,1245
102986,2197,36,256,119,488,102,216,524
98973,3087,9,518,24,450,233,225,1256
28601,3240,15,384,40,3173,214,252,430
19792,3269,27,457,168,3020,226,240,738
36991,3221,12,95,-3,1041,204,218,2914
107586,2887,26,404,162,3196,167,186,1557
48323,2623,6,90,-2,741,218,227,1687
9962,3035,14,95,31,3108,179,236,516
100718,2972,10,42,2,1812,221,219,3733
29694,3314,12,30,-4,2017,219,213,4761
21612,2787,12,350,55,134,189,245,1976
21715,2890,6,0,0,1315,231,235,1584
30886,3458,11,573,212,1142,200,221,1572
44660,2970,8,0,0,1782,215,222,1413
76890,1951,41,95,60,85,91,162,182
103211,2722,7,30,0,2563,232,232,2012
45796,3212,11,570,37,636,194,228,926
90157,2982,19,660,215,1756,217,195,2105
101021,2329,39,108,69,1521,126,239,792
97717,3185,5,285,12,1510,207,235,67
51447,2837,14,604,269,1423,180,231,1032
7007,3244,11,270,34,2131,227,246,1784
90561,2801,16,150,28,1974,216,203,2929
78741,2846,13,162,25,2419,238,217,2688
67119,3299,21,201,29,3224,250,219,1150
63031,2883,22,323,104,726,250,203,1100
115167,2514,23,153,37,872,222,183,964
67897,3047,9,404,46,2334,214,222,2156
86227,3100,15,192,47,492,192,252,771
